period,minute,second,player_name,is_successful,x,y,end_x,end_y,position,pass_receiver,pass_receiver_position,formation
1,35,48,robert sanchez,1,21.3,40.3,34.1,51.0,GK,cole palmer,CAM,4231
1,35,51,cole palmer,1,41.6,51.5,67.4,37.7,CAM,nicolas jackson,CF,4231
1,35,57,nicolas jackson,0,85.4,24.7,94.0,25.4,CF,,,4231
1,36,16,marc cucurella,1,11.0,28.3,25.7,15.1,LB,malo gusto,RB,4231
1,36,22,malo gusto,1,26.3,16.6,26.1,28.3,RB,moises caicedo,RCDM,4231
1,36,25,moises caicedo,1,26.4,30.1,28.4,53.6,RCDM,enzo fernandez,LCDM,4231
1,36,27,enzo fernandez,1,30.2,58.8,38.8,83.4,LCDM,marc cucurella,LB,4231
1,36,29,marc cucurella,1,38.8,83.4,34.2,63.6,LB,enzo fernandez,LCDM,4231
1,36,33,enzo fernandez,1,35.6,64.1,35.6,33.7,LCDM,moises caicedo,RCDM,4231
1,36,36,moises caicedo,1,35.6,33.7,38.6,13.6,RCDM,wesley fofana,RCB,4231
1,36,39,wesley fofana,1,38.6,13.6,35.2,29.3,RCB,moises caicedo,RCDM,4231
1,36,42,moises caicedo,1,35.2,29.9,34.5,59.3,RCDM,levi colwill,LCB,4231
1,36,44,levi colwill,1,34.5,59.3,52.5,94.1,LCB,pedro neto,LM,4231
1,36,48,pedro neto,1,52.5,94.1,55.8,79.5,LM,marc cucurella,LB,4231
1,36,49,marc cucurella,1,55.8,79.5,78.3,88.8,LB,pedro neto,LM,4231
1,36,53,pedro neto,0,86.1,84.3,90.6,82.4,LM,,,4231
1,37,58,malo gusto,1,38.8,25.1,77.1,81.5,RB,nicolas jackson,CF,4231
1,38,7,nicolas jackson,0,75.3,74.7,78.9,30.5,CF,,,4231
1,39,28,pedro neto,1,33.1,83.4,19.2,86.4,LM,marc cucurella,LB,4231
1,39,29,marc cucurella,1,19.2,86.4,27.3,94.2,LB,enzo fernandez,LCDM,4231
1,39,30,enzo fernandez,1,27.3,94.2,20.3,83.0,LCDM,marc cucurella,LB,4231
1,39,31,marc cucurella,1,20.3,83.0,26.3,73.1,LB,moises caicedo,RCDM,4231
1,39,33,moises caicedo,1,25.8,75.2,19.2,90.3,RCDM,enzo fernandez,LCDM,4231
1,39,52,marc cucurella,1,23.0,87.9,15.0,50.4,LB,robert sanchez,GK,4231
1,39,55,robert sanchez,1,17.3,49.4,31.2,54.2,GK,moises caicedo,RCDM,4231
1,39,59,moises caicedo,1,29.3,57.2,25.9,72.0,RCDM,levi colwill,LCB,4231
1,40,1,levi colwill,1,26.7,72.0,33.3,92.4,LCB,marc cucurella,LB,4231
1,40,5,marc cucurella,1,33.3,92.4,27.8,72.8,LB,levi colwill,LCB,4231
1,40,10,levi colwill,1,33.2,66.8,32.5,35.9,LCB,moises caicedo,RCDM,4231
1,40,14,moises caicedo,1,32.5,35.9,33.1,82.2,RCDM,levi colwill,LCB,4231
1,40,18,levi colwill,1,33.1,82.2,52.9,93.8,LCB,marc cucurella,LB,4231
1,40,19,marc cucurella,1,52.9,93.8,54.4,75.8,LB,enzo fernandez,LCDM,4231
1,40,21,enzo fernandez,0,54.4,75.8,68.7,82.7,LCDM,,,4231
1,40,38,noni madueke,1,25.6,21.5,8.1,38.6,RM,robert sanchez,GK,4231
1,40,39,robert sanchez,1,8.1,38.8,21.3,37.9,GK,malo gusto,RB,4231
1,40,42,malo gusto,1,25.4,37.3,31.8,9.7,RB,noni madueke,RM,4231
1,40,44,noni madueke,1,31.8,9.7,40.5,12.4,RM,wesley fofana,RCB,4231
1,40,47,wesley fofana,1,40.5,12.4,49.9,28.1,RCB,cole palmer,CAM,4231
1,40,52,cole palmer,1,58.3,50.0,75.1,87.3,CAM,pedro neto,LM,4231
1,40,56,pedro neto,0,89.0,87.9,88.6,81.3,LM,,,4231
1,41,30,moises caicedo,1,42.2,71.6,36.7,51.2,RCDM,wesley fofana,RCB,4231
1,41,37,wesley fofana,1,35.2,39.5,35.3,58.4,RCB,levi colwill,LCB,4231
1,41,39,levi colwill,1,36.4,61.8,43.4,90.3,LCB,marc cucurella,LB,4231
1,41,43,marc cucurella,1,43.4,90.3,36.3,67.8,LB,levi colwill,LCB,4231
1,41,46,levi colwill,1,36.3,67.8,36.2,41.2,LCB,moises caicedo,RCDM,4231
1,41,48,moises caicedo,1,36.2,41.2,37.2,65.6,RCDM,levi colwill,LCB,4231
1,41,51,levi colwill,1,37.2,65.6,52.7,91.1,LCB,marc cucurella,LB,4231
1,41,54,marc cucurella,1,52.7,91.1,38.3,73.4,LB,levi colwill,LCB,4231
1,41,57,levi colwill,1,38.3,73.4,44.5,60.3,LCB,cole palmer,CAM,4231
1,42,0,cole palmer,0,45.3,57.5,100.0,25.0,CAM,,,4231
1,42,26,levi colwill,0,39.3,70.8,67.9,60.3,LCB,,,4231
1,42,30,moises caicedo,1,60.2,66.5,59.9,90.3,RCDM,marc cucurella,LB,4231
1,42,32,marc cucurella,1,59.9,90.3,67.0,73.2,LB,enzo fernandez,LCDM,4231
1,42,34,enzo fernandez,0,67.0,73.2,93.0,83.4,LCDM,,,4231
1,43,2,marc cucurella,1,88.1,100.0,96.3,90.9,LB,pedro neto,LM,4231
1,43,5,pedro neto,1,96.3,90.9,89.7,96.3,LM,marc cucurella,LB,4231
1,43,6,marc cucurella,0,89.7,96.3,93.8,52.5,LB,,,4231
1,43,11,cole palmer,1,78.7,64.1,71.8,50.6,CAM,malo gusto,RB,4231
1,43,19,levi colwill,1,61.1,59.9,65.9,62.6,LCB,moises caicedo,RCDM,4231
1,43,20,moises caicedo,1,65.9,62.6,42.4,45.8,RCDM,wesley fofana,RCB,4231
1,43,24,wesley fofana,1,42.4,45.8,43.5,63.6,RCB,levi colwill,LCB,4231
1,43,25,levi colwill,1,43.6,63.8,46.3,83.6,LCB,marc cucurella,LB,4231
1,43,29,marc cucurella,1,46.2,83.6,59.0,91.5,LB,pedro neto,LM,4231
1,43,32,pedro neto,1,59.3,91.5,39.3,86.0,LM,marc cucurella,LB,4231
1,43,36,marc cucurella,1,37.4,85.5,21.9,41.8,LB,robert sanchez,GK,4231
1,43,45,robert sanchez,1,21.9,41.8,28.1,70.2,GK,levi colwill,LCB,4231
1,43,50,levi colwill,1,27.8,64.7,23.2,35.9,LCB,robert sanchez,GK,4231
1,43,56,robert sanchez,1,23.8,35.6,30.8,65.9,GK,levi colwill,LCB,4231
1,43,59,levi colwill,1,31.4,66.6,48.2,94.7,LCB,marc cucurella,LB,4231
1,44,2,marc cucurella,1,48.2,94.7,46.2,73.7,LB,enzo fernandez,LCDM,4231
1,44,5,enzo fernandez,1,45.9,68.4,47.8,8.2,LCDM,wesley fofana,RCB,4231
1,44,10,wesley fofana,1,47.6,8.9,43.4,33.5,RCB,moises caicedo,RCDM,4231
1,44,14,moises caicedo,1,43.4,33.5,36.9,57.0,RCDM,levi colwill,LCB,4231
1,44,16,levi colwill,1,36.8,57.0,53.9,54.2,LCB,cole palmer,CAM,4231
1,44,34,enzo fernandez,0,30.1,94.4,32.1,92.1,LCDM,,,4231
1,44,45,marc cucurella,1,30.5,100.0,35.6,73.2,LB,malo gusto,RB,4231
1,44,47,malo gusto,1,38.6,62.6,43.5,22.3,RB,wesley fofana,RCB,4231
1,44,50,wesley fofana,1,43.5,22.3,48.5,42.1,RCB,malo gusto,RB,4231
1,44,53,malo gusto,1,53.3,44.5,77.9,92.4,RB,pedro neto,LM,4231
1,44,59,pedro neto,1,78.3,91.7,78.8,73.1,LM,enzo fernandez,LCDM,4231
1,45,40,wesley fofana,0,31.6,59.0,40.9,70.8,RCB,,,4231
1,48,10,robert sanchez,0,3.7,54.6,59.8,68.7,GK,,,4231
2,45,0,enzo fernandez,1,50.1,50.1,17.7,49.7,LCDM,robert sanchez,GK,4231
2,45,5,robert sanchez,0,18.3,49.4,67.8,76.1,GK,,,4231
2,45,11,enzo fernandez,0,63.2,74.0,70.7,91.2,LCDM,,,4231
2,45,23,marc cucurella,1,66.0,100.0,46.6,88.7,LB,levi colwill,LCB,4231
2,45,29,levi colwill,1,45.8,77.4,45.5,33.8,LCB,wesley fofana,RCB,4231
2,45,32,wesley fofana,1,45.5,33.8,43.9,66.2,RCB,levi colwill,LCB,4231
2,45,37,levi colwill,1,49.1,69.5,62.1,92.9,LCB,pedro neto,LM,4231
2,45,38,pedro neto,1,62.1,92.9,61.8,81.9,LM,enzo fernandez,LCDM,4231
2,45,42,enzo fernandez,1,61.1,75.3,39.8,67.7,LCDM,levi colwill,LCB,4231
2,45,44,levi colwill,1,41.8,66.5,42.4,46.9,LCB,moises caicedo,RCDM,4231
2,45,47,moises caicedo,1,43.3,46.7,43.8,67.5,RCDM,levi colwill,LCB,4231
2,45,50,levi colwill,1,43.8,67.5,42.5,39.2,LCB,moises caicedo,RCDM,4231
2,45,54,moises caicedo,1,55.5,32.2,66.8,8.5,RCDM,wesley fofana,RCB,4231
2,46,6,malo gusto,1,72.3,27.5,64.1,58.5,RB,marc cucurella,LB,4231
2,46,8,marc cucurella,1,64.0,59.1,67.3,72.9,LB,enzo fernandez,LCDM,4231
2,46,11,enzo fernandez,1,67.3,72.9,53.4,53.9,LCDM,levi colwill,LCB,4231
2,46,14,levi colwill,1,53.4,53.9,56.1,36.2,LCB,moises caicedo,RCDM,4231
2,46,17,moises caicedo,1,56.1,36.2,52.6,56.0,RCDM,levi colwill,LCB,4231
2,46,19,levi colwill,1,52.6,56.0,59.3,52.7,LCB,cole palmer,CAM,4231
2,46,20,cole palmer,1,59.3,52.7,54.1,74.4,CAM,marc cucurella,LB,4231
2,46,21,marc cucurella,1,54.1,74.6,60.4,87.2,LB,enzo fernandez,LCDM,4231
2,46,23,enzo fernandez,1,60.5,87.2,68.8,71.3,LCDM,nicolas jackson,CF,4231
2,46,25,nicolas jackson,1,68.8,70.8,63.4,88.8,CF,enzo fernandez,LCDM,4231
2,46,27,enzo fernandez,1,63.4,88.8,75.6,93.6,LCDM,pedro neto,LM,4231
2,46,34,pedro neto,0,86.6,88.2,87.1,84.3,LM,,,4231
2,46,38,marc cucurella,1,75.8,85.1,67.2,72.5,LB,levi colwill,LCB,4231
2,46,40,levi colwill,1,67.0,71.3,67.8,58.2,LCB,moises caicedo,RCDM,4231
2,46,41,moises caicedo,0,67.8,58.1,76.6,59.9,RCDM,,,4231
2,48,27,cole palmer,1,99.5,0.5,90.4,55.4,CAM,levi colwill,LCB,4231
2,49,4,enzo fernandez,1,99.5,99.5,91.1,48.4,LCDM,wesley fofana,RCB,4231
2,49,14,moises caicedo,1,66.1,34.3,54.8,66.3,RCDM,malo gusto,RB,4231
2,49,17,malo gusto,1,54.8,66.3,57.5,84.9,RB,cole palmer,CAM,4231
2,49,19,cole palmer,0,57.6,84.9,100.0,22.7,CAM,,,4231
2,50,14,marc cucurella,0,51.5,89.7,59.5,67.7,LB,,,4231
2,50,42,robert sanchez,1,9.1,63.8,24.0,49.4,GK,moises caicedo,RCDM,4231
2,50,47,moises caicedo,1,33.1,36.1,88.0,23.3,RCDM,malo gusto,RB,4231
2,50,51,malo gusto,0,88.0,23.3,93.4,44.8,RB,,,4231
2,51,18,wesley fofana,1,30.6,34.3,25.4,61.1,RCB,levi colwill,LCB,4231
2,51,20,levi colwill,1,26.3,61.1,34.3,54.8,LCB,cole palmer,CAM,4231
2,51,23,cole palmer,1,35.4,56.0,75.5,84.0,CAM,pedro neto,LM,4231
2,51,29,enzo fernandez,0,82.3,62.4,89.2,44.0,LCDM,,,4231
2,54,16,enzo fernandez,1,49.7,49.9,21.0,47.9,LCDM,robert sanchez,GK,4231
2,54,18,robert sanchez,1,21.0,47.9,68.6,80.3,GK,nicolas jackson,CF,4231
2,54,21,marc cucurella,1,66.1,87.0,71.2,80.4,LB,nicolas jackson,CF,4231
2,54,25,cole palmer,0,69.2,69.2,78.5,68.1,CAM,,,4231
2,54,45,robert sanchez,1,14.7,31.4,42.4,11.6,GK,noni madueke,RM,4231
2,54,53,noni madueke,0,79.2,34.6,80.8,32.7,RM,,,4231
2,58,15,levi colwill,1,38.0,49.4,20.3,52.5,LCB,robert sanchez,GK,4231
2,58,17,robert sanchez,1,16.4,55.5,54.4,89.0,GK,joao felix,LM,4231
2,58,21,joao felix,1,44.0,93.3,36.7,91.8,LM,marc cucurella,LB,4231
2,58,23,marc cucurella,1,36.7,90.6,35.4,74.4,LB,enzo fernandez,LCDM,4231
2,58,24,enzo fernandez,1,35.4,74.4,12.2,47.9,LCDM,robert sanchez,GK,4231
2,58,30,robert sanchez,1,19.4,48.5,24.4,26.5,GK,wesley fofana,RCB,4231
2,58,33,wesley fofana,1,24.4,26.5,25.5,68.6,RCB,levi colwill,LCB,4231
2,58,38,levi colwill,1,35.8,67.8,57.0,69.5,LCB,enzo fernandez,LCDM,4231
2,58,40,enzo fernandez,1,57.0,69.5,46.5,87.0,LCDM,marc cucurella,LB,4231
2,58,42,marc cucurella,1,46.5,87.0,56.0,72.8,LB,enzo fernandez,LCDM,4231
2,58,43,enzo fernandez,1,56.0,72.8,40.9,70.5,LCDM,levi colwill,LCB,4231
2,58,45,levi colwill,1,40.9,70.5,34.8,39.2,LCB,moises caicedo,RCDM,4231
2,58,49,moises caicedo,1,35.2,38.2,56.7,12.1,RCDM,wesley fofana,RCB,4231
2,58,52,wesley fofana,1,57.2,11.9,55.5,22.4,RCB,malo gusto,RB,4231
2,58,55,malo gusto,1,48.3,20.0,20.2,43.7,RB,robert sanchez,GK,4231
2,58,59,robert sanchez,1,21.9,43.4,28.7,67.5,GK,levi colwill,LCB,4231
2,59,5,levi colwill,1,35.6,67.4,43.8,87.3,LCB,marc cucurella,LB,4231
2,59,9,marc cucurella,1,43.7,87.3,35.0,72.5,LB,levi colwill,LCB,4231
2,59,12,levi colwill,1,34.8,71.9,33.2,38.6,LCB,moises caicedo,RCDM,4231
2,59,15,moises caicedo,1,33.2,38.6,58.0,11.9,RCDM,wesley fofana,RCB,4231
2,59,19,wesley fofana,1,65.0,15.1,76.1,5.2,RCB,noni madueke,RM,4231
2,59,22,noni madueke,1,76.1,5.2,77.6,34.4,RM,malo gusto,RB,4231
2,59,32,noni madueke,1,68.1,10.6,75.7,4.6,RM,malo gusto,RB,4231
2,59,39,malo gusto,1,73.9,0.0,54.3,9.8,RB,wesley fofana,RCB,4231
2,59,42,wesley fofana,1,54.0,16.6,41.5,40.3,RCB,levi colwill,LCB,4231
2,59,43,levi colwill,1,41.5,40.3,48.3,42.7,LCB,cole palmer,CAM,4231
2,59,48,cole palmer,1,59.1,63.5,68.3,93.0,CAM,joao felix,LM,4231
2,62,1,robert sanchez,0,10.6,52.2,33.6,28.9,GK,,,4231
2,62,11,noni madueke,1,28.6,0.0,15.9,21.5,RM,wesley fofana,RCB,4231
2,62,16,wesley fofana,1,19.3,24.7,22.5,68.1,RCB,levi colwill,LCB,4231
2,62,23,levi colwill,1,30.4,69.6,28.7,49.3,LCB,moises caicedo,RCDM,4231
2,62,27,moises caicedo,1,29.4,48.7,39.8,10.1,RCDM,wesley fofana,RCB,4231
2,62,31,wesley fofana,0,40.2,10.0,74.9,32.8,RCB,,,4231
2,63,16,marc cucurella,0,42.5,92.7,56.4,86.9,LB,,,4231
2,63,23,robert sanchez,1,12.3,77.1,21.1,49.7,GK,moises caicedo,RCDM,4231
2,63,27,moises caicedo,1,26.2,47.8,32.7,74.0,RCDM,levi colwill,LCB,4231
2,63,32,levi colwill,1,31.9,71.9,30.1,44.9,LCB,moises caicedo,RCDM,4231
2,63,39,moises caicedo,1,35.3,39.7,18.3,49.9,RCDM,robert sanchez,GK,4231
2,63,42,robert sanchez,1,19.8,48.1,26.0,25.9,GK,moises caicedo,RCDM,4231
2,63,45,moises caicedo,1,28.6,25.0,45.9,5.6,RCDM,wesley fofana,RCB,4231
2,63,47,wesley fofana,1,45.0,7.6,33.4,20.0,RCB,moises caicedo,RCDM,4231
2,63,49,moises caicedo,1,33.4,20.0,18.6,49.3,RCDM,robert sanchez,GK,4231
2,63,53,robert sanchez,1,19.8,47.8,25.2,65.4,GK,levi colwill,LCB,4231
2,63,57,levi colwill,1,29.5,71.1,41.9,90.9,LCB,marc cucurella,LB,4231
2,63,59,marc cucurella,1,41.9,90.9,59.4,91.5,LB,joao felix,LM,4231
2,64,2,joao felix,1,59.4,91.5,44.1,93.6,LM,marc cucurella,LB,4231
2,64,3,marc cucurella,1,44.1,93.6,35.7,74.0,LB,levi colwill,LCB,4231
2,64,6,levi colwill,1,34.8,74.0,41.3,73.8,LCB,joao felix,LM,4231
2,64,8,joao felix,1,39.7,72.8,34.0,40.7,LM,moises caicedo,RCDM,4231
2,64,13,moises caicedo,1,38.5,34.0,37.4,65.0,RCDM,levi colwill,LCB,4231
2,64,18,levi colwill,1,42.0,68.7,55.0,90.0,LCB,marc cucurella,LB,4231
2,64,20,marc cucurella,1,55.0,90.0,63.1,71.6,LB,nicolas jackson,CF,4231
2,64,21,nicolas jackson,1,63.1,71.6,58.7,75.9,CF,joao felix,LM,4231
2,64,23,joao felix,1,61.1,69.8,68.9,29.8,LM,noni madueke,RM,4231
2,64,33,enzo fernandez,1,64.1,57.8,54.8,48.5,LCDM,joao felix,LM,4231
2,64,36,joao felix,1,59.1,50.1,68.2,57.8,LM,enzo fernandez,LCDM,4231
2,64,37,enzo fernandez,1,68.6,57.9,71.2,35.3,LCDM,joao felix,LM,4231
2,64,42,joao felix,1,71.1,35.3,78.3,19.7,LM,noni madueke,RM,4231
2,64,43,noni madueke,0,80.6,17.6,94.9,53.9,RM,,,4231
2,65,2,wesley fofana,1,20.5,83.6,9.2,55.1,RCB,robert sanchez,GK,4231
2,65,5,robert sanchez,1,9.2,55.1,23.3,59.1,GK,levi colwill,LCB,4231
2,65,12,levi colwill,1,22.6,49.4,26.0,27.5,LCB,wesley fofana,RCB,4231
2,65,15,wesley fofana,1,29.1,26.9,37.3,6.4,RCB,cole palmer,CAM,4231
2,65,26,cole palmer,1,55.3,80.7,52.8,84.6,CAM,marc cucurella,LB,4231
2,65,28,marc cucurella,1,52.8,84.6,50.5,71.6,LB,enzo fernandez,LCDM,4231
2,65,31,enzo fernandez,1,47.6,68.4,45.9,42.2,LCDM,moises caicedo,RCDM,4231
2,65,33,moises caicedo,1,49.5,41.9,61.0,14.3,RCDM,wesley fofana,RCB,4231
2,65,36,wesley fofana,1,61.0,14.3,70.9,5.3,RCB,noni madueke,RM,4231
2,65,42,noni madueke,1,68.7,22.9,63.0,10.9,RM,wesley fofana,RCB,4231
2,65,44,wesley fofana,1,62.4,13.1,51.0,50.7,RCB,levi colwill,LCB,4231
2,65,47,levi colwill,1,51.0,50.7,60.8,62.0,LCB,enzo fernandez,LCDM,4231
2,65,49,enzo fernandez,1,60.2,61.4,58.8,83.7,LCDM,marc cucurella,LB,4231
2,65,51,marc cucurella,1,58.8,83.7,57.6,68.9,LB,enzo fernandez,LCDM,4231
2,65,54,enzo fernandez,0,57.9,68.1,71.5,62.1,LCDM,,,4231
2,66,24,moises caicedo,0,21.2,47.6,25.8,45.8,RCDM,,,4231
2,68,35,levi colwill,1,27.7,53.1,35.8,60.8,LCB,cole palmer,CAM,4231
2,68,38,cole palmer,1,34.8,59.1,36.7,84.0,CAM,marc cucurella,LB,4231
2,68,41,marc cucurella,1,36.7,84.0,48.0,78.9,LB,enzo fernandez,LCDM,4231
2,68,44,enzo fernandez,1,48.0,78.9,34.2,36.1,LCDM,moises caicedo,RCDM,4231
2,68,48,moises caicedo,1,39.6,34.6,45.3,16.7,RCDM,wesley fofana,RCB,4231
2,68,49,wesley fofana,1,45.3,16.7,40.7,66.3,RCB,levi colwill,LCB,4231
2,68,53,levi colwill,1,41.2,66.8,57.9,88.7,LCB,marc cucurella,LB,4231
2,68,56,marc cucurella,1,57.9,88.7,64.2,90.2,LB,joao felix,LM,4231
2,69,7,moises caicedo,1,21.7,60.9,40.1,54.2,RCDM,cole palmer,CAM,4231
2,69,8,cole palmer,1,40.2,54.2,32.4,49.4,CAM,malo gusto,RB,4231
2,69,10,malo gusto,1,33.2,47.9,40.6,13.7,RB,noni madueke,RM,4231
